The method converges and its spectral radio is 0.9927086718445921
The aproximation to X vector with 1296 iterations is
x0 =  -0.13420333694513376
x1 =  -1.2510358840183509
x2 =  -0.09666768149583455
x3 =  0.11833663146832815


The best aproximation you can get of vector 'b' is
b0 =  0.9999038951823074
b1 =  -3.9997727965975693
b2 =  4.940000530351263e-05
b3 =  1.0000228332974725
+-----------+----------------------+---------------------+------------------------+-------------------------+---------------+
| Iteration |          x0          |          x1         |           x2           |            x3           |     Error     |
|     35    | -0.0914208308670243  | -1.7230366171849796 |  -0.23322964480911024  |   0.011316466429969425  |    1.01E+00   |
|     36    | -0.17666552688371795 | -0.7825690591371554 |   0.0388718311733709   |   0.22455552773449625   |    1.01E+00   |
|     37    | -0.09204237791919012 | -1.7161793595997368 |  -0.23124566365615076  |   0.012871262401492146  |    9.98E-01   |
|     38    | -0.17604851173507358 | -0.7893763182070982 |  0.03690231587805182   |   0.22301206829061662   |    9.91E-01   |
|     39    | -0.09265489420790896 | -1.7094217344895117 |  -0.22929050874315698  |   0.014403467976071886  |    9.84E-01   |
|     40    | -0.1754404615036163  | -0.7960846712550933 |  0.03496141664112329   |   0.22149103452968266   |    9.77E-01   |
|     41    | -0.09325851094559365 | -1.7027622942449718 |  -0.22736376123948146  |   0.015913411380719403  |    9.69E-01   |
|     42    | -0.17484124593364608 | -0.8026955553354789 |  0.03304871768576967   |   0.21999210061789454   |    9.62E-01   |
|     43    | -0.09385335743820733 | -1.6961996122898138 |  -0.22546500839987385  |   0.01740141607347343   |    9.55E-01   |
|     44    | -0.17425073666201224 | -0.8092103866229224 |  0.03116380927620166   |   0.21851494545565217   |    9.48E-01   |
|     45    | -0.09443956111296298 |  -1.689732282775164 |  -0.22359384347606293  |   0.018867800812691432  |    9.42E-01   |
|     46    | -0.17366880719061506 | -0.8156305607157917 |  0.029306287629883132  |   0.21705925260876988   |    9.35E-01   |
|     47    | -0.09501724754562083 |  -1.683358920278421 |  -0.22174986562962343  |   0.02031287972533362   |    9.28E-01   |
|     48    | -0.17309533285930873 | -0.8219574529351177 |  0.027475754831033372  |   0.21562471024069024   |    9.21E-01   |
|     49    | -0.09558654048738893 | -1.6770781595064699 |  -0.21993267984610934  |   0.021736962374254737  |    9.14E-01   |
|     50    | -0.17253019081919557 | -0.8281924186192147 |  0.02567181874538621   |   0.21421101104568283   |    9.08E-01   |
|     51    | -0.0961475618914332  | -1.6708886550032132 |   -0.218141896850434   |   0.02314035382451831   |    9.01E-01   |
|     52    | -0.17197326000631036 | -0.8343367934140187 |  0.02389409293618744   |    0.2128178521830136   |    8.94E-01   |
|     53    | -0.09670043193900177 |  -1.664789080861348 |  -0.2163771330234805   |   0.024523354708747197  |    8.88E-01   |
|     54    | -0.17142442111568595 | -0.8403918935592074 |  0.02214219658141303   |   0.21144493521207086   |    8.82E-01   |
|     55    | -0.09724526906517023 | -1.6587781304383316 |   -0.214638010319923   |   0.025886261291524673  |    8.75E-01   |
|     56    | -0.17088355657579563 | -0.8463590161701636 |  0.020415754392189733  |   0.21009196602843358   |    8.69E-01   |
|     57    | -0.09778218998421256 | -1.6528545160764756 |  -0.21292415618724264  |   0.027229365532859894  |    8.62E-01   |
|     58    | -0.17035055052336756 | -0.8522394395158412 |  0.018714396532401256  |   0.20875865480086883   |    8.56E-01   |
|     59    | -0.09831130971460356 |  -1.647016968827104 |  -0.21123520348591968  |   0.02855295515073115   |    8.50E-01   |
|     60    | -0.16982528877856434 | -0.8580344232925949 |  0.017037758539462544  |    0.2074447159092446   |    8.44E-01   |
|     61    | -0.09883274160365796 | -1.6412642381787217 |  -0.20957079041078533  |   0.029857313682720415  |    8.37E-01   |
|     62    | -0.16930765882052362 | -0.8637452088940302 |  0.015385481246245225  |   0.20614986788334438   |    8.31E-01   |
|     63    | -0.09934659735181145 |  -1.635595091789132 |  -0.20793056041351654  |   0.031142720546752434  |    8.25E-01   |
|     64    | -0.16879754976325462 | -0.8693730196769325 |  0.01375721070413688   |   0.20487383334257123   |    8.19E-01   |
|     65    | -0.09985298703654899 | -1.6300083152214442 |  -0.20631416212625653  |   0.03240945110095115   |    8.13E-01   |
|     66    | -0.16829485233188296 | -0.8749190612233342 |  0.012152598107219081  |   0.20361633893652767   |    8.07E-01   |
|     67    | -0.10035201913598557 |  -1.624502711683921 |  -0.20472124928634516  |   0.033657776702626666  |    8.02E-01   |
|     68    | -0.16779945883924346 | -0.8803845215987718 |   0.0105712997175465   |   0.20237711528645877   |    7.96E-01   |
|     69    | -0.1008438005521042  |  -1.619077101773601 |  -0.20315148066214328  |   0.03488796476640496   |    7.90E-01   |
|     70    | -0.16731126316281048 | -0.8857705716067923 |  0.009012976791511695  |   0.20115589692754635   |    7.84E-01   |
|     71    | -0.1013284366336562  | -1.6137303232236504 |  -0.20160451997993434  |   0.03610027882151316   |    7.78E-01   |
|     72    |  -0.166830160721965  |  -0.891078365039761 |  0.007477295507280268  |   0.19995242225204138   |    7.73E-01   |
|     73    | -0.10180603119872916 | -1.6084612306543826 |  -0.20008003585188833  |    0.0372949785682323   |    7.67E-01   |
|     74    | -0.16635604845559127 | -0.8963090389260251 |  0.00596392689327957   |   0.19876643345322273   |    7.61E-01   |
|     75    | -0.10227668655698627 | -1.6032686953278972 |  -0.1985777017050724   |   0.03847231993353012   |    7.56E-01   |
|     76    | -0.16588882479999928 | -0.9014637137734864 |  0.004472546757727125  |   0.19759767647017024   |    7.50E-01   |
|     77    | -0.10274050353158337 | -1.5981516049062832 |  -0.19709719571149273  |   0.03963255512588527   |    7.45E-01   |
|     78    | -0.16542838966716805 | -0.9065434938096357 |  0.003002835619182742  |     0.19644590093334    |    7.40E-01   |
|     79    | -0.10319758148076683 | -1.5931088632133348 |  -0.1956382007191531   |   0.04077593268931508   |    7.34E-01   |
|     80    | -0.16497464442330473 | -0.9115494672180979 |  0.001554478638109369  |   0.19531086011093068   |    7.29E-01   |
|     81    | -0.10364801831915826 |  -1.588139389999731 |  -0.19420040418411494  |   0.04190269755661842   |    7.23E-01   |
|     82    | -0.16452749186771526 | -0.9164827063717417 | 0.0001271655494288204  |    0.1941923108560288   |    7.18E-01   |
|     83    | -0.1040919105387293  | -1.5832421207116254 |  -0.19278349810354448  |   0.043013091101844814  |    7.13E-01   |
|     84    | -0.16408683621198272 | -0.9213442680624023 | -0.0012794094039427772 |   0.19309001355452235   |    7.08E-01   |
|     85    | -0.10452935322947243 | -1.5784160062625991 |  -0.19138717894973312  |   0.04410735119200118   |    7.03E-01   |
|     86    | -0.16365258305944702 |  -0.926135193727265 | -0.0026655475365940373 |   0.19200373207377067   |    6.97E-01   |
|     87    | -0.1049604400997704  |  -1.573660012808927 |  -0.19001114760507573  |   0.04518571223800754   |    6.92E-01   |
|     88    | -0.16322463938498383 | -0.9308565096719614 | -0.004031545785165402  |   0.19093323371202073   |    6.87E-01   |
|     89    | -0.10538526349647107 | -1.5689731215281089 |  -0.1886551092979944   |   0.046248405244912145  |    6.82E-01   |
|     90    | -0.16280291351507664 | -0.9355092272904226 | -0.0053776967719584845 |   0.18987828914855795   |    6.77E-01   |
|     91    | -0.10580391442466916 | -1.5643543284006185 |  -0.18731877353979276  |   0.04729565786137696   |    6.72E-01   |
|     92    | -0.1623873151081786  | -0.9400943432815385 | -0.006704288867621255  |   0.18883867239458138   |    6.68E-01   |
|     93    | -0.10621648256720165 | -1.5598026439948243 |  -0.1860018540624278   |   0.04832769442844441   |    6.63E-01   |
|     94    | -0.16197775513535975 | -0.9446128398626701 |  -0.00801160625292252  |   0.18781416074479282   |    6.58E-01   |
|     95    | -0.10662305630385932 | -1.5553170932550349 |  -0.1847040687571861   |   0.04934473602759534   |    6.53E-01   |
|     96    | -0.16157414586123547 |  -0.949065684980058 | -0.009299928979628391  |   0.18680453472968897   |    6.48E-01   |
|     97    | -0.1070237227303194  |  -1.550896715292623 |  -0.18342513961425067  |    0.0503470005281088   |    6.44E-01   |
|     98    | -0.1611764008251715  |  -0.953453832516175 | -0.010569533030495182  |   0.18580957806854728   |    6.39E-01   |
|     99    | -0.10741856767680324 | -1.5465405631801863 |  -0.1821647926631462   |   0.051334702633733714  |    6.34E-01   |
|    100    | -0.16078443482276306 |  -0.957778222494065 | -0.011820690378389509  |   0.18482907762309428   |    6.30E-01   |
|    101    | -0.10780767572646235 | -1.5422477037486968 |  -0.18092275791404944  |   0.05230805392868238   |    6.25E-01   |
|    102    | -0.16039816388758182 | -0.9620397812787144 | -0.013053669044550187  |   0.18386282335184756   |    6.20E-01   |
|    103    | -0.10819113023349824 | -1.5380172173875999 |  -0.17969876929995235  |   0.053267262922955895  |    6.16E-01   |
|    104    | -0.1600175052731894  | -0.9662394217754956 | -0.014268733156003355  |   0.18291060826512093   |    6.11E-01   |
|    105    | -0.10856901334101798 | -1.5338481978478156 |  -0.17849256461966562  |   0.05421253509701065   |    6.07E-01   |
|    106    | -0.15964237743541104 |  -0.970378043625729 |  -0.01546614300214355  |   0.18197222838068336   |    6.03E-01   |
|    107    | -0.10894140599863089 | -1.5297397520476033 |  -0.17730388548165016  |   0.055144072945776335  |    5.98E-01   |
|    108    | -0.15927270001486743 | -0.9744565333994033 | -0.016646155090492276  |    0.1810474826800622   |    5.94E-01   |
|    109    | -0.10930838797978967 | -1.5256909998812473 |  -0.17613247724866493  |   0.05606207602203398   |    5.89E-01   |
|    110    | -0.1589083938197604  | -0.9784757647850943 | -0.017809022201646818  |   0.18013617306548124   |    5.85E-01   |
|    111    | -0.10967003789887908 |  -1.521701074030522 |  -0.17497808898321895  |   0.05696674097916385   |    5.81E-01   |
|    112    | -0.15854938080890843 | -0.9824365987771264 | -0.018954993443430657  |    0.1792381043174245   |    5.77E-01   |
|    113    | -0.11002643322805689 |  -1.517769119778895 |  -0.17384047339381561  |   0.05785826161327236   |    5.72E-01   |
|    114    | -0.15819558407502873 | -0.9863398838600128 | -0.020084314304256945  |    0.1783530840528166   |    5.68E-01   |
|    115    | -0.11037765031384958 |  -1.513894294828432 |  -0.17271938678197835  |   0.058736828904706835  |    5.64E-01   |
|    116    | -0.15784692782826235 | -0.9901864561902172 |  -0.02119722670571672  |   0.17748092268381058   |    5.60E-01   |
|    117    | -0.11072376439350737 | -1.5100757691193607 |  -0.17161458899004586  |   0.05960263105896699   |    5.56E-01   |
|    118    | -0.15750333737993855 | -0.9939771397752738 |  -0.02229396905440284  |    0.1766214333771748   |    5.52E-01   |
|    119    | -0.11106484961112134 |  -1.506312724652256 |  -0.17052584334972593  |    0.060455853547022    |    5.48E-01   |
|    120    | -0.1571647391265752  | -0.9977127466503054 | -0.023374776292981403  |    0.1757744320142698   |    5.44E-01   |
|    121    | -0.11140097903350663 |  -1.50260435531281  |  -0.16945291663139658  |    0.061296679145042    |    5.40E-01   |
|    122    | -0.1568310605341112  | -1.0013940770519763 | -0.024439879950520715  |    0.1749397371516064   |    5.36E-01   |
|    123    | -0.11173222466585453 |  -1.498949866699146 |  -0.1683955789941439   |   0.06212528797355209   |    5.32E-01   |
|    124    | -0.15650223012236877 | -1.0050219195899175 | -0.025489508192089116  |   0.17411716998197743   |    5.28E-01   |
|    125    | -0.11205865746715743 |  -1.495348475951645 |  -0.16735360393652596  |   0.06294185753601739   |    5.24E-01   |
|    126    | -0.15617817744974088 | -1.0085970514156628 | -0.026523885867632213  |    0.1733065542961538   |    5.20E-01   |
|    127    | -0.11238034736540961 | -1.4917994115852402 |  -0.1663267682480519   |    0.0637465627568678   |    5.17E-01   |
|    128    | -0.15585883309810114 | -1.0121202383891272 | -0.027543234560139962  |    0.172507716445137    |    5.13E-01   |
|    129    | -0.11269736327258689 |  -1.488301913324152 |  -0.16531485196136605  |   0.06453957601896987   |    5.09E-01   |
|    130    | -0.15554412865793357 |  -1.015592235242671 |  -0.02854777263311381  |    0.1717204853029605   |    5.05E-01   |
|    131    | -0.11300977309940927 |  -1.484855231939022 |  -0.16431763830512683  |   0.06532106720055458   |    5.02E-01   |
|    132    | -0.15523399671367746 | -1.0190137857427748 |  -0.02953771527734428  |   0.17094469223003125   |    4.98E-01   |
|    133    | -0.11331764376988829 | -1.4814586290864147 |  -0.1633349136575705   |    0.0660912037116084   |    4.94E-01   |
|    134    | -0.15492837082928634 | -1.0223856228493702 | -0.030513274557008918  |    0.170180171037004    |    4.91E-01   |
|    135    | -0.11362104123566358 | -1.4781113771506502 |  -0.16236646750074896  |   0.06685015052973554   |    4.87E-01   |
|    136    | -0.15462718553399557 | -1.0257084688728522 | -0.031474659455100196  |   0.16942675794918036   |    4.84E-01   |
|    137    | -0.11392003049013077 | -1.4748127590879352 |  -0.1614120923754333   |    0.0675980702354993   |    4.80E-01   |
|    138    | -0.1543303763082976  | -1.0289830356288125 |  -0.03242207591819379  |    0.1686842915714252   |    4.77E-01   |
|    139    | -0.11421467558236459 | -1.4715620682727595 |  -0.16047158383667193  |   0.06833512304724987   |    4.73E-01   |
|    140    | -0.15403787957012066 |  -1.032210024590523 |  -0.03335572690056615  |    0.167952612853593    |    4.70E-01   |
|    141    | -0.1145050396308391  | -1.4683586083465225 |  -0.15954474040999472  |   0.06906146685544605   |    4.66E-01   |
|    142    | -0.1537496326612081  | -1.0353901270392052 |  -0.03427581240767075  |    0.167231565056456    |    4.63E-01   |
|    143    | -0.11479118483694906 | -1.4652016930683618 |  -0.1586313635482534   |   0.06977725725647838   |    4.60E-01   |
|    144    | -0.15346557383369602 |  -1.038524024212114 |  -0.03518252953898354  |    0.1665209937181281   |    4.56E-01   |
|    145    | -0.11507317249833426 | -1.4620906461681458 |  -0.15773125758908915  |    0.0704826475860007   |    4.53E-01   |
|    146    | -0.15318564223688574 | -1.0416123874484737 |  -0.03607607253022488  |   0.16582074662097598   |    4.50E-01   |
|    147    | -0.11535106302201115 | -1.4590248012016054 |  -0.15684422971301795  |   0.07117778895177762   |    4.46E-01   |
|    148    | -0.15290977790420826 | -1.0446558783332893 |  -0.03695663279496869  |   0.16513067375901133   |    4.43E-01   |
|    149    | -0.11562491593731272 | -1.4560035014075692 |   -0.155970089902125   |   0.07186283026605454   |    4.40E-01   |
|    150    | -0.15263792174037846 | -1.0476551488390715 | -0.037824398965646655  |   0.16445062730575682   |    4.37E-01   |
|    151    | -0.11589478990864094 | -1.4530260995672715 |  -0.1551086508993596   |   0.07253791827745742   |    4.33E-01   |
|    152    | -0.1523700155087358  |  -1.050610841465501 |  -0.03867955693395708  |   0.16378046158257886   |    4.30E-01   |
|    153    | -0.11616074274803381 | -1.4500919578657077 |  -0.15425972816842085  |   0.07320319760242923   |    4.27E-01   |
|    154    | -0.15210600181876882 | -1.0535235893770643 |  -0.0395222898906859   |   0.16312003302748043   |    4.24E-01   |
|    155    | -0.11642283142754975 | -1.4472004477550018 |  -0.1534231398542269   |   0.07385881075620919   |    4.21E-01   |
|    156    | -0.15184582411382103 | -1.0563940165386883 | -0.040352778364950104  |   0.16246920016434768   |    4.18E-01   |
|    157    |  -0.116681112091472  | -1.4443509498197593 |  -0.15259870674395784  |    0.0745048981833625   |    4.15E-01   |
|    158    | -0.15158942665897568 | -1.0592227378494066 |  -0.04117120026287002  |   0.16182782357264283   |    4.12E-01   |
|    159    | -0.11693564006833587 | -1.4415428536443775 |  -0.15178625222866526  |   0.07514159828786607   |    4.09E-01   |
|    160    | -0.15133675452911582 |  -1.062010359274082 | -0.041977730905680244  |    0.1611957658575378   |    4.06E-01   |
|    161    | -0.11718646988278125 | -1.4387755576822827 |  -0.15098560226543914  |    0.0757690474627571   |    4.03E-01   |
|    162    | -0.15108775359715873 | -1.0647574779732139 | -0.042772543067286894  |   0.16057289162048172   |    4.00E-01   |
|    163    | -0.1174336552672324  | -1.4360484691270679 |  -0.15019658534012467  |   0.07638738011935126   |    3.97E-01   |
|    164    | -0.15084237052246086 | -1.0674646824308638 |  -0.0435558070112787   |    0.159959067430196    |    3.94E-01   |
|    165    | -0.11767724917340888 | -1.4333610037855025 |  -0.1494190324305808   |   0.07699672871603588   |    3.91E-01   |
|    166    | -0.15060055273939094 | -1.0701325525807175 |  -0.04432769052740093  |   0.15935416179409082   |    3.88E-01   |
|    167    | -0.1179173037836686  | -1.4307125859523873 |  -0.1486527769704724   |   0.07759722378664514   |    3.86E-01   |
|    168    | -0.15036224844606982 |  -1.072761659930319 |  -0.0450883589674988   |    0.1587580451300971   |    3.83E-01   |
|    169    | -0.11815387052218629 | -1.4281026482872277 |  -0.1478976548135887   |    0.0781889939684228   |    3.80E-01   |
|    170    | -0.15012740659327334 | -1.0753525676834967 |  -0.04583797528093919  |   0.15817058973890735   |    3.77E-01   |
|    171    | -0.11838700006596942 | -1.4255306316926988 |  -0.14715350419868026  |    0.0787721660295787   |    3.74E-01   |
|    172    | -0.14989597687349665 | -1.0779058308610137 | -0.046576700049517306  |    0.1575916697766204   |    3.72E-01   |
|    173    | -0.11861674235571429 | -1.4229959851948761 |  -0.14642016571480637  |   0.07934686489644491   |    3.69E-01   |
|    174    | -0.14966790971017746 | -1.0804219964194628 |  -0.04730469152185629  |   0.15702116122778306   |    3.66E-01   |
|    175    | -0.11884314660650425 | -1.4204981658252072 |  -0.14569748226718654  |   0.07991321368023721   |    3.64E-01   |
|    176    | -0.14944315624707588 | -1.0829016033684347 |  -0.04802210564730702  |    0.1564589418788238   |    3.61E-01   |
|    177    | -0.1190662613183523  | -1.4180366385041967 |  -0.14498529904354782  |   0.08047133370342788   |    3.58E-01   |
|    178    | -0.1492216683378082  |  -1.085345182885984 |  -0.04872909610935544  |   0.15590489129187232   |    3.56E-01   |
|    179    | -0.11928613428659104 | -1.4156108759267834 |  -0.14428346348096097  |   0.08102134452573517   |    3.53E-01   |
|    180    | -0.1490033985355333  | -1.0877532584324183 |  -0.04942581435854432  |    0.1553588907789595   |    3.51E-01   |
|    181    | -0.11950281261211115 | -1.4132203584493814 |  -0.14359182523315872  |   0.08156336396973538   |    3.48E-01   |
|    182    | -0.14878830008278876 | -1.0901263458624313 |  -0.05011240964491698  |   0.15482082337659211   |    3.45E-01   |
|    183    | -0.11971634271145098 |  -1.410864573978562 |   -0.142910236138329   |   0.08209750814610234   |    3.43E-01   |
|    184    | -0.14857632690147426 | -1.0924649535356106 | -0.050789029049989165  |   0.15429057382069736   |    3.40E-01   |
|    185    | -0.11992677032674037 | -1.4085430178613547 |  -0.1422385501873755   |   0.08262389147848082   |    3.38E-01   |
|    186    | -0.1483674335829809  |  -1.094769582425336 |  -0.0514558175182569   |   0.15376802852193078   |    3.36E-01   |
|    187    | -0.12013414053549909 | -1.4062551927771405 |  -0.14157662349264016  |   0.08314262672799802   |    3.33E-01   |
|    188    | -0.14816157537846394 |  -1.097040726226099 | -0.052112917888246096  |    0.1532530755413436   |    3.31E-01   |
|    189    | -0.12033849776029351 |  -1.404000608631117 |  -0.1409243142570796   |   0.08365382501741914   |    3.28E-01   |
|    190    | -0.14795870818925638 | -1.0992788714592598 |  -0.0527604709231114   |   0.15274560456640313   |    3.26E-01   |
|    191    | -0.12053988577825253 | -1.4017787824493106 |  -0.14028148274388952  |    0.084157595854952    |    3.23E-01   |
|    192    | -0.1477587885574229  | -1.1014844975772704 | -0.053398615340790156  |   0.15224550688736185   |    3.21E-01   |
|    193    | -0.12073834773044562 | -1.3995892382751147 |  -0.13964799124657062  |   0.08465404715770561   |    3.19E-01   |
|    194    | -0.1475617736564496  | -1.1036580770663815 | -0.054027487843718414  |    0.1517526753739698   |    3.16E-01   |
|    195    | -0.12093392613112447 | -1.3974315070673307 |  -0.13902370405942915  |   0.08514328527480816   |    3.14E-01   |
|    196    | -0.14736762128207026 | -1.1058000755478585 | -0.054647223148115265  |   0.15126700445252517   |    3.12E-01   |
|    197    | -0.12112666287683002 | -1.3953051265996903 |  -0.13840848744850612  |   0.08562541501018903   |    3.10E-01   |
|    198    | -0.14717628984322517 |  -1.107910951877726 |  -0.05525795401284139  |   0.15078839008325845   |    3.07E-01   |
|    199    | -0.12131659925536803 | -1.3932096413618396 |  -0.13780220962292933  |    0.0861005396450295   |    3.05E-01   |
|    200    | -0.14698773835315176 | -1.1099911582450628 |  -0.05585981126783851  |    0.1503167297380453   |    3.03E-01   |
|    201    | -0.12150377595465311 |  -1.391144602461758 |  -0.13720474070668115  |   0.08656876095988783   |    3.01E-01   |
|    202    | -0.14680192642060422 | -1.1120411402688704 |  -0.05645292384215572  |    0.149851922378443    |    2.98E-01   |
|    203    | -0.12168823307142529 | -1.3891095675295988 |  -0.13661595271077637  |   0.08703017925650225   |    2.96E-01   |
|    204    | -0.14661881424120102 | -1.1140613370935313 |  -0.05703741879156837  |    0.1493938684340461   |    2.94E-01   |
|    205    | -0.12187001011983917 | -1.3871041006229248 |  -0.13603571950584506  |   0.08748489337927765   |    2.92E-01   |
|    206    | -0.14643836258889828 |  -1.116052181482884 |  -0.05761342132579586  |   0.14894246978115674   |    2.90E-01   |
|    207    | -0.12204914603992889 | -1.3851277721333213 |  -0.13546391679511297  |    0.0879330007364599   |    2.88E-01   |
|    208    | -0.14626053280758639 | -1.1180140999129269 |  -0.05818105483532385  |   0.14849762972176456   |    2.86E-01   |
|    209    | -0.12222567920594934 |  -1.383180158694366 |  -0.13490042208777495  |   0.08837459732100236   |    2.84E-01   |
|    210    | -0.14608528680280963 | -1.1199475126631788 |  -0.05874044091783681  |   0.14805925296283232   |    2.81E-01   |
|    211    | -0.12239964743459739 | -1.3812608430909359 |  -0.13434511467275517  |   0.08880977773112952   |    2.79E-01   |
|    212    | -0.14591258703360527 | -1.1218528339067104 |  -0.05929169940426657  |   0.14762724559588217   |    2.77E-01   |
|    213    | -0.12257108799311206 | -1.3793694141698323 |  -0.13379787559284842  |   0.08923863519060166   |    2.75E-01   |
|    214    | -0.14574239650446189 | -1.1237304717988676 | -0.059834948384462266  |   0.14720151507687892   |    2.73E-01   |
|    215    | -0.12274003760725855 |  -1.377505466751704 |  -0.13325858761923745  |   0.08966126156868509   |    2.71E-01   |
|    216    | -0.1455746787573939  |  -1.125580828564706 | -0.060370304232487376  |   0.14678197020640527   |    2.69E-01   |
|    217    | -0.12290653246919514 | -1.3756686015442499 |  -0.1327271352263802   |   0.09007774739983221   |    2.67E-01   |
|    218    | -0.14540939786413187 | -1.1274043005851553 |  -0.06089788163154933  |    0.1463685211101251   |    2.65E-01   |
|    219    | -0.12307060824522664 | -1.3738584250566839 |  -0.13220340456726218  |   0.09048818190307584   |    2.64E-01   |
|    220    | -0.14524651841842573 | -1.1292012784819314 |  -0.06141779359856667  |   0.14596107921953094   |    2.62E-01   |
|    221    | -0.12323230008344435 | -1.3720745495154412 |  -0.13168728344900826  |   0.09089265300114144   |    2.60E-01   |
|    222    | -0.14508600552846057 | -1.1309721472012142 | -0.061930151508379466  |    0.1455595572529707   |    2.58E-01   |
|    223    | -0.12339164262125557 | -1.3703165927811107 |  -0.13117866130884898  |   0.09129124733928184   |    2.56E-01   |
|    224    | -0.14492782480938157 | -1.1327172860961119 |  -0.06243506511760771  |   0.14516386919695057   |    2.54E-01   |
|    225    | -0.12354866999280392 | -1.3685841782665726 |  -0.1306774291904357   |   0.09168405030383839   |    2.52E-01   |
